delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
1209845,914815,81859,17478,35406,33122,38747,20313,61,20
420761,20624,14326,2383,1467,3201,1237,959,66,23
65828,38744,26862,14307,12615,9064,4388,1324,67,26
632029,8352,34463,9092,8621,14762,11920,8798,70,53
1962488,1307489,169003,152551,93429,145544,96003,170733,78,63
1620397,296373,20780,40376,27234,19972,11345,6939,64,60
101570,55126,25672,3462,6508,5133,1468,517,60,53
2196509,269061,51448,22103,17822,7390,11386,6901,44,26
3487530,624541,67350,25472,54981,23875,7461,9112,41,16
735526,147802,26924,4980,12761,6583,7122,4751,41,11
1619947,2744392,106661,51792,84315,127360,34861,13839,23,8
106938,16896,6914,3045,5443,6341,1510,792,24,30
1001224,21824,68909,21217,12519,8342,4126,1831,51,41
508978,172039,10953,38473,8804,10208,5525,4085,54,43
192331,82646,8167,1356,16784,12064,2704,1676,60,53
514979,82848,74826,63149,71558,35473,13832,4953,67,50
905972,30236,13306,6490,5012,7849,1872,1768,53,57
1862404,252680,65894,22818,20835,11484,4060,3380,53,54
441736,206789,36916,30042,20925,10718,3037,2629,64,43
78070,22030,12448,8426,4097,1811,795,354,64,27
88348,365746,6621,46866,12674,4402,3581,1668,53,1
982785,113421,35746,17168,9761,11338,7007,9208,54,8
636956,47514,10491,6409,13844,5059,1134,1440,54,16
131689,65158,35832,11403,9974,6085,1233,675,51,17
373486,86584,34253,6899,19992,10925,13279,2220,60,38
814402,296773,17724,67363,41755,18776,11808,14020,56,35
1732781,47155,11707,21867,5453,10461,10399,7854,63,41
741029,154559,4283,27962,22404,7456,6492,8369,53,38
252175,146247,23919,7254,5110,3536,5566,2274,48,24
96742,47808,14730,7686,6474,5042,5746,1745,51,27
1150424,92920,17181,70580,14813,28289,47265,16625,51,27
1904028,61903,45476,11785,20104,43314,14305,2041,60,50
229159,22933,1991,820,1712,1821,671,299,53,63
1141028,40120,8192,13214,5519,3092,2057,805,53,63
131735,73124,5812,11304,8116,5786,2878,2864,48,61
199706,67689,39659,38954,19128,7303,5843,1706,51,51
162467,46490,9519,9040,7285,5080,2201,1624,50,37
942682,132221,92057,22187,38413,28668,8430,17541,64,40
414416,22722,26486,12420,3750,4839,2923,1426,80,41
583966,41179,10409,3133,2889,4878,2001,1496,69,47
1350497,238274,35386,72557,26537,31125,14666,6796,70,50
85201,49508,6463,1214,2999,2414,1640,1566,57,41
150602,20982,7647,10950,5047,4590,2293,549,53,44
283739,47846,18794,9646,8108,5053,3384,4671,56,41
1371532,29762,7095,6786,1780,1889,731,712,56,41
941193,20063,10159,9371,3449,7658,2075,763,61,48
833113,68803,27652,8245,14394,6493,3393,2776,74,51
282959,74753,68530,38805,13145,5930,2625,2719,78,38
46216,15682,2593,1098,2866,2406,961,1000,69,47
1428569,620670,82694,48623,20465,35251,18887,19562,60,30
858894,62269,16438,13729,7333,9681,3328,2103,57,38
1111218,61791,24758,13385,2982,2546,2599,985,51,35
2815088,317079,46541,24834,61372,37591,18817,11268,51,34
72311,43968,6080,2196,2266,3336,1018,1143,50,37
1093350,46359,81866,5833,11368,5854,8703,3491,61,26
80371,8408,4822,2086,5164,1438,2667,584,60,41
328834,31717,18574,16423,2964,6904,3167,1231,75,40
1519505,372415,141973,42039,92929,49455,32813,48683,80,43
1125746,133780,25550,20830,22511,26482,21464,6515,64,56
289512,34406,5543,3622,12978,3146,3555,2993,56,53
1828363,612925,136313,152727,77155,40099,49668,41320,56,53
1993686,1162912,84659,126575,192172,61659,26576,8140,56,53
207883,69082,19932,11093,11093,14889,10380,10506,48,56
1229051,23632,14270,10951,8612,2427,1702,1804,48,56
24065,25836,3632,2501,3548,2153,2069,1249,41,54
846438,756718,124915,17003,82917,42789,45808,31157,38,43
1119458,43748,34620,17391,6552,14721,13079,7357,51,51
625621,46862,1136,2526,4769,2480,4193,826,37,40
1629073,116274,18219,67576,40424,30180,7783,2830,44,48
1151459,153743,23916,23816,26739,11759,6475,4417,50,50
77430,32017,10911,7629,3106,3773,939,800,44,41
37832,22732,895,2746,3378,2586,2965,433,51,50
609107,19528,15108,7244,2876,2064,2964,1026,56,38
237461,155183,9873,2823,14854,8420,5129,4739,47,38
215110,38452,7883,3047,1561,2013,870,882,40,30
2377443,208892,131581,67483,61595,49925,21196,9963,54,34
139867,49776,16608,10787,4083,4203,6480,2679,48,35
2618646,367367,121913,39593,57790,62819,31125,5440,61,43
323640,227925,266136,34994,46586,27719,8996,4768,75,44
1707453,54443,114957,43905,63000,35853,26776,13692,78,47
547799,80691,38899,33906,13914,14419,3720,4544,81,51
565966,79520,10331,2347,2928,3714,3823,880,75,41
270690,20024,11458,3778,3959,2044,1530,621,69,44
997137,95758,29593,28814,18347,29487,31431,18003,61,48
193458,19968,4239,14625,5111,4281,2223,1524,61,48
1659839,232725,80663,68875,22298,21848,29533,16691,60,43
520879,48263,8191,5560,10593,6654,4741,1301,63,51
1520240,158094,3845,10486,30390,30337,25279,5079,43,63
589814,151088,15630,20596,6620,5926,4388,1859,38,44
70132,7839,6848,2050,2883,812,254,277,38,44
358479,57847,8877,5530,21517,2509,427,1743,27,40
2188375,210435,45670,64660,22803,9834,5484,3071,35,27
388652,262224,65087,79402,63735,10144,8770,2271,53,7
91678,2919,3078,2172,1272,1445,287,223,64,24
667901,83409,29496,31041,27502,35359,8338,5221,64,24
229048,24884,5346,5264,4221,2638,3221,5194,64,24
1515602,677192,44891,48877,38347,93254,39252,10650,64,24
163433,6202,3086,3330,2329,1726,348,191,64,24
581406,23771,5148,14117,7186,9122,1136,2296,64,24
1591819,75235,9670,52941,103088,46560,7372,5135,67,48
1344981,245308,61309,58519,58574,32132,11751,19267,66,60
1405084,238154,17791,42541,13149,10356,4030,2415,66,60
728213,119360,4959,8746,6379,4741,3788,1326,66,60
959562,14916,7406,3667,1782,1347,96,201,66,60
1129139,113927,54943,19547,17944,36953,3902,4279,66,60
33124,18264,6195,4489,3560,1697,404,576,66,60
697536,61619,22118,8815,7283,12791,2715,522,66,60
683962,98421,14325,19200,4188,5019,2099,2288,63,63
701127,225861,54491,69205,41695,39467,15302,4314,63,63
600328,181265,56450,23502,12483,61422,3882,1526,63,63
1139255,53709,25913,53555,53792,28593,10439,4655,63,63
296266,143050,16850,22637,18724,12146,673,3025,63,63
920754,60205,4883,11761,12966,8694,1945,1192,63,63
48495,26808,4657,1485,1378,740,446,724,50,40
46836,14481,3258,2060,1702,865,525,187,50,20
1880683,55633,9251,6102,6896,3095,2486,829,44,11
110095,9195,2538,2087,1134,772,285,126,44,11
2371849,910642,41391,414631,156671,66825,17186,18943,47,16
1745501,595244,49387,135921,129356,87105,18587,8841,48,35
1210111,17928,9630,6909,7456,2351,1235,464,48,35
1117955,44658,2541,14411,25337,6749,1444,1577,48,35
2366273,414854,13345,36961,44870,11316,5052,5871,38,27
139403,26425,6004,1315,2878,1842,705,320,40,29
835014,387626,23948,27233,100601,50760,26752,6691,26,38
123040,12676,11802,10586,4037,3702,695,610,40,38
702485,783801,15880,16049,43649,79956,81304,8561,30,51
1098817,96455,4777,13514,7941,11497,3861,2524,26,57
149563,57532,2252,5086,3360,2419,2163,1043,27,47
95225,13897,3057,1171,4485,1653,1534,531,14,44
1099344,162692,100805,86098,42114,31707,78896,41335,14,44
15947,6580,2283,1456,976,522,174,97,14,44
897734,337516,59692,111275,55910,50974,28110,8195,37,44
376418,19987,12252,15650,10287,2529,2274,1270,51,38
1232116,81019,24962,24795,36219,41782,21066,5359,51,38
1301813,179679,128063,34317,10858,17592,13674,5565,69,43
59267,30702,2240,1532,4787,4814,2532,326,61,47
848119,20821,3216,4405,2207,2265,4480,276,61,47
492913,467157,49398,55066,27909,21399,20515,5752,54,37
858340,178223,1598,9520,16413,14412,8237,4617,29,41
1110320,93418,14391,5858,15263,8205,4873,1605,14,47
180014,63837,20675,5661,6204,4507,3935,2851,26,35
129875,32316,8786,14644,6275,4027,2456,1036,37,41
729480,78062,10646,14573,17697,4747,3866,2028,51,37
61005,90774,8890,38754,42695,37700,6913,8214,56,48
334730,47295,22594,37848,15549,17986,11605,8356,64,61
89610,103074,35939,13833,27091,19543,7579,4998,60,66
953337,44333,6395,2468,3017,5924,3784,1266,54,77
1272000,139362,33732,32804,10045,10236,2458,3157,54,77
600498,488440,367912,297820,70248,25625,27032,15452,67,50
1133522,75137,11209,12630,19050,6565,6978,1922,56,40
1934176,387908,25623,111049,74512,31619,15432,9096,56,30
626640,109283,44346,16487,18786,16210,7700,1210,64,29
737983,70415,32959,63626,11174,22554,6056,1668,61,50
439318,41094,23735,9273,852,1720,1493,475,75,38
249805,22802,8011,2093,3330,4611,770,735,75,48
1098139,77820,56540,17578,22950,12183,4367,4670,80,44
2897987,349928,133300,88306,124958,126250,24346,18302,70,50
615010,123203,2733,3734,9647,12808,6062,6157,43,66
244858,4518,2301,9168,2224,2048,1440,214,56,66
507395,56802,25660,16368,7119,14867,5736,3663,54,74
59708,47472,11916,6291,2110,3861,543,266,53,57
1318440,1553284,1090651,157385,140332,169797,153756,25059,78,54
313728,132224,3795,15907,5269,6915,3610,1229,57,41
1452077,390361,18220,39370,86930,55522,82484,7564,43,40
405382,83358,25777,81801,23001,12120,5524,2279,51,41
50488,147206,24893,40571,28007,9098,3340,2494,47,37
720420,95298,38640,44924,10244,14995,4510,2068,61,44
1574598,104693,48550,74617,87697,34130,25678,2215,78,48
506297,112993,8138,11039,31157,13738,1976,692,60,51
623358,67695,32877,23011,11625,13635,4374,1510,64,61
11130,18286,2351,874,2804,3490,2726,449,48,67
433192,12726,24909,41736,26409,6658,5483,917,56,61
3591467,272742,91844,12709,7229,24258,10112,4105,66,56
575156,253367,189454,27882,119795,32279,10384,8172,64,51
412446,197701,96511,72599,41721,20625,13674,4041,80,41
1063844,341113,92465,67258,25393,42584,12790,5778,67,40
656531,31382,27876,34828,13108,11996,4559,3466,80,48
2100332,387855,95421,120060,33279,44610,18054,12806,78,48
757851,87134,21569,42207,22332,36115,5032,5495,75,61
1023513,91430,29818,55373,16343,40486,14425,8641,78,74
164362,74409,19639,25181,14459,6771,5184,2074,69,64
1157364,35836,24603,28412,10033,6773,2635,5242,77,66
87838,30430,10087,5792,2619,4609,3118,3397,75,57
79112,85080,21112,15667,3695,4660,3336,4237,70,38
918170,184979,6141,135234,22379,15265,12204,7967,75,37
1087608,111186,38763,12703,9826,13210,9543,3616,66,35
84326,23694,2699,1971,3477,2358,826,379,56,34
592274,69902,22371,36806,19871,26975,2739,3854,60,50
510817,49982,2345,12149,6764,4693,3945,1076,51,54
300060,15026,23368,5776,12441,4493,1911,2568,60,57
266264,174772,55739,31220,15088,19208,10497,4437,67,54
1426711,76661,65570,62834,59200,10215,8422,4257,74,40
612383,56475,59712,20752,28334,10895,2458,2577,84,40
3517382,1049008,37023,171495,34513,36078,9884,4031,69,26
85621,14825,1470,1564,1589,896,426,576,61,23
723216,409830,54612,23303,24617,9840,7514,7088,44,13
169013,14406,5549,3719,4753,2592,444,1151,38,17
397399,219243,165066,36419,90851,14541,20904,4900,50,21
166647,13334,8994,932,1827,1021,445,211,61,20
250779,31685,9858,1588,3943,1462,802,2353,66,24
20073,29863,18986,4161,2556,2277,845,238,69,14
257320,119843,2970,5070,10470,7079,10048,2414,47,17
2247409,409031,426341,111554,100815,107320,49884,114741,51,27
1622290,124788,47761,20292,19611,13149,10746,7015,54,35
1050868,232450,23773,8325,22668,8082,5416,7539,38,30
738386,137788,9685,48139,7504,4038,10709,3473,56,21
92909,85008,1622,2385,932,964,1342,367,27,1
346916,139110,1934,29473,8470,4758,2936,2295,21,1
564131,43854,17013,18908,12665,8041,4608,3248,37,3
109218,14514,9742,6103,3767,5993,3830,1412,41,26
91125,12682,6307,6633,8795,3658,2533,1206,63,51
82762,41104,8005,18899,6302,9280,3934,1607,70,67
164698,20798,5742,25523,12280,6217,6617,2557,77,69
217059,62941,4226,6017,21646,2980,3680,3317,60,53
74637,97818,20618,15795,5447,2700,6889,2778,56,30
2143346,49791,3370,12360,5203,5349,3275,669,56,30
678454,168662,23067,26148,8957,5639,6124,3014,51,14
66781,11901,5332,3327,2649,2430,406,279,47,13
1342273,90232,92143,97750,69910,17000,7211,4998,66,17
1732705,417929,98079,39532,23026,23802,7937,3418,64,26
142933,57359,18212,3588,8695,7127,1431,1607,64,40
122842,115026,45910,6397,13168,2848,2271,1094,63,20
191784,67382,16346,35494,7012,2045,2890,899,57,7
61048,14296,3357,2853,2663,1645,646,328,57,11
383733,73284,18079,10139,36111,10662,8660,932,56,13
188277,21940,413,4499,3841,1525,1246,485,50,24
69895,32600,1342,2392,1912,941,1103,507,30,29
797598,71545,13312,20234,15026,11419,9698,6476,34,35
60936,13861,5221,5517,2875,2567,3922,828,41,35
403033,213034,4075,13522,13842,7781,10450,3035,34,29
1884405,137049,38712,58274,22269,46629,32140,23371,48,51
1028261,719524,40152,22037,48885,18940,38311,27889,34,37
623011,42991,35511,3503,5598,7666,2091,2081,37,35
1360950,106060,1093,35135,32919,8263,10886,2664,47,40
111588,56998,626,6644,9646,1729,1893,1454,34,20
255418,116744,5802,17634,9183,9637,7064,2143,40,29
967921,114974,30295,7725,13963,8126,6901,2468,30,23
1724370,123863,53292,18110,32923,41675,12641,10625,34,37
260100,98652,2504,19755,4492,2944,3337,1718,40,37
118830,12815,8717,4529,6749,3772,3591,1295,51,44
237335,27220,16669,8545,4071,2552,2220,1744,60,43
97292,7016,2516,1855,2698,2440,477,130,61,43
1251801,62807,38415,25229,19082,5274,2166,643,74,48
195304,40966,18192,7930,5844,4261,5647,2270,74,40
163127,14499,6247,3793,3172,2674,1306,1044,69,48
43243,10175,5358,11501,4753,1733,1520,749,78,37
53838,16855,13301,2807,5108,3579,1793,1393,77,44
45249,18613,5864,3099,3902,1008,791,260,74,40
494805,25525,2469,3010,3619,4278,3416,1398,63,41
244699,40022,40971,3691,7794,8890,3559,928,60,47
92814,8906,3146,377,1564,1090,246,411,53,47
829622,7891,36490,15054,7909,3204,1686,1469,70,50
971808,17748,62229,5596,8439,4267,3132,964,96,40
646315,162628,53360,16264,10623,3805,7293,6375,91,20
1441803,257119,41617,43301,11941,16307,6839,6614,91,13
690007,50215,18442,50335,15167,15321,6348,8556,81,21
137660,5602,8425,3979,715,884,1112,567,78,21
640737,312329,24056,75781,56606,25881,4889,3415,74,35
208422,12034,5819,8241,4759,2386,2143,720,81,43
55913,46562,18914,9836,2817,1003,2023,1060,78,20
122757,17008,5281,6675,2279,668,729,529,67,11
1503878,186698,26458,45474,35438,18084,10796,10943,69,13
1267125,359144,36788,13035,28684,25313,10818,8416,53,8
217024,117438,72063,21512,15683,18414,6732,4496,53,27
415766,253410,55846,11849,23600,29491,26745,5312,44,43
502527,112992,7981,31059,41859,14054,5745,5345,41,47
849912,455852,54644,23389,43125,24785,12293,5211,43,43
176144,57991,8142,2245,4163,12413,2381,2705,29,50
135940,29248,12755,11278,19680,14929,6230,4883,34,60
143320,7921,6268,1448,6330,2341,1127,702,40,66
171347,40562,10909,2011,4997,3067,1793,3611,47,67
1927806,182906,14219,5348,22490,26509,8195,5162,41,63
423762,38423,6537,10580,16120,4299,4219,1207,40,51
27707,18254,11527,5437,25429,7524,6138,8564,38,54
614918,110949,5066,30203,33512,27229,8029,2679,35,67
694140,353337,149225,18905,29501,18210,13284,8050,50,54
40698,12187,8300,4448,3191,1810,1919,844,57,53
85536,147935,13020,11931,4146,3593,4045,958,51,29
237056,76303,3738,8634,4877,4276,1995,1547,48,16
280033,41779,3040,13011,27844,14371,9877,7801,40,38
820660,46320,21033,25203,17020,11523,7222,3691,38,43
657703,76819,16410,10217,14486,8577,6558,9887,43,57
288958,84359,10329,7654,10900,10254,1710,5498,44,64
202028,133768,13404,9839,14102,30215,7241,2482,41,61
316651,78128,104027,13453,23754,22195,9757,4799,47,61
975365,72997,4522,23714,23937,21565,10692,3994,44,69
107393,65669,24710,9266,25980,8888,6617,3899,51,67
939313,133981,25180,15412,37114,15598,10453,11798,54,61
647437,28075,17074,17658,11562,11588,13190,7459,53,66
91752,7713,7951,6046,8604,4691,1935,2579,61,66
140816,30851,5777,3454,2644,8373,3321,1700,57,77
34077,5338,18577,27436,7585,13521,12528,14489,78,87
50820,16985,3182,2018,1674,1996,829,501,67,81
254250,22369,2296,2519,506,926,771,914,57,61
1047575,30000,10431,2546,3973,4903,2244,2019,61,54
54322,39138,1646,5585,5029,3023,4563,1825,38,38
84321,24906,12914,24187,5596,9157,13054,8374,51,41
430471,154777,21161,21008,20244,20912,20965,5882,51,53
112534,109286,7996,18236,9067,7395,4129,2818,48,44
1349398,170880,37109,16899,80503,48688,6874,6572,48,57
325628,82429,6730,7373,6120,3135,1466,1517,30,43
570544,6474,3264,5752,5040,2871,1081,1160,40,50
59084,19898,1285,1760,3386,2062,558,468,35,56
68135,33057,4493,2915,3741,1509,630,469,35,38
72653,94254,23965,12255,20219,3784,3762,2519,41,37
431181,84347,29326,16229,8809,5954,5936,5173,40,21
175140,33237,14027,6845,3701,4244,1266,2138,53,20
329789,314097,21046,4962,12219,5569,4697,1963,44,10
706261,48799,15376,3016,10523,2349,2083,2368,43,11
187315,34028,10305,2146,2440,1256,764,378,40,7
490349,103274,31985,11254,4747,3541,1808,1706,38,1
471962,401273,53646,32083,20096,6482,4101,2120,47,1
378678,365829,5299,15312,8519,18037,4496,2588,30,1
171956,29369,5607,2617,3362,894,1010,435,29,1
458397,66025,6227,15639,2953,1875,1664,1154,27,1
2284062,149039,90132,51436,40851,26617,9920,4554,40,13
73335,35388,7649,1262,3967,1825,767,589,51,13
1374832,202864,12748,3596,15790,9355,4237,1582,40,20
122199,9350,16603,954,3978,1800,419,244,53,30
84167,72286,11304,9299,6835,1620,837,381,44,13
451437,91637,51305,12360,24020,25824,6332,1285,51,27
119266,14594,6521,6396,2885,1223,585,568,70,27
1672170,91938,7802,32937,8171,4464,3594,1168,61,20
183077,100867,21769,5859,4372,5657,6187,1677,60,29
1077588,66135,16254,4571,6701,6239,2141,1419,56,21
357081,73580,31204,27718,3405,8940,2681,1923,56,24
1179820,556621,183788,86645,31116,40123,11559,5437,57,29
195752,127036,12913,15325,3499,11060,2343,1583,56,34
1337039,103058,1495,32879,14406,17389,6824,4000,54,40
821840,211574,15727,9626,9344,15628,11612,12193,37,40
84772,195551,3938,6075,7631,4487,3346,2402,16,30
81679,27998,7115,8408,3657,1526,686,230,24,24
68271,80013,12802,18687,6475,4405,3714,764,26,13
160259,13288,3037,8351,12857,3664,1092,770,40,21
1103658,424165,21620,21994,13916,8774,11897,9003,47,20
87932,58656,4884,4676,8459,3074,3651,810,35,21
1764037,171103,30955,15032,35041,17520,10739,3504,29,29
83148,28083,13456,2727,3645,4155,1404,855,30,24
954873,359841,5618,17149,32825,10209,12900,3419,26,29
141850,117765,2667,2220,13629,5423,2062,922,13,29
2524629,399031,16932,21538,26208,16296,10447,3684,7,21
173824,78692,7593,3974,1593,3784,1036,691,1,11
1004040,30618,31080,37790,8793,4765,7325,1903,26,17
182936,49209,11584,1700,4203,5017,1722,1181,43,23
335374,80714,20560,9193,13176,4823,4138,873,54,24
179156,17764,11750,2312,1182,1494,685,444,69,24
185405,13308,3859,2769,2716,1575,433,549,54,30
130184,50245,1738,6337,3501,2910,742,535,51,27
938688,105284,39110,3840,11809,3479,3336,681,53,21
236190,156748,21794,25982,14736,5456,5236,593,44,16
379858,189248,48276,19720,6360,6019,3977,1223,44,1
1677078,40359,9775,39095,10507,10395,3834,2056,60,11
329102,228031,38190,9998,22073,9482,4605,3324,53,16
165115,84455,28658,19166,10420,7612,4420,2005,57,24
496827,41297,25748,16388,9567,3302,2336,948,64,29
151058,56627,19578,2887,4774,6085,3241,1827,56,24
160743,18305,14252,4330,4978,2183,463,207,69,29
184926,33840,8913,5353,5490,4997,324,531,66,38
1346982,510627,78326,55971,42267,28017,11348,8997,56,40
117585,6948,448,4389,503,961,269,192,61,41
507843,52135,33001,44336,6100,5973,3723,4123,66,40
1212774,493931,42606,60994,51519,13184,7192,5220,60,21
1015270,622716,143390,69879,22186,101560,14755,3419,61,34
710576,422245,42245,10787,41083,9198,15905,3274,47,14
43732,25052,3056,680,1943,680,757,274,26,8
462926,27182,22519,9554,14377,3610,2110,2367,40,20
912063,220020,42641,14918,22864,10064,17403,4473,37,7
543906,322975,16219,65949,16132,15043,11083,14901,44,13
691856,16238,16601,10971,5195,3412,1734,888,44,13
